date,vu_total,vu_men,vu_women,vu_orcid,vu_works,vu_men_works,vu_women_works
2020-07-07,4448,2611,1818,1035,18233,13607,5671
2020-07-08,4447,2610,1818,1035,18235,13609,5671
2020-07-09,4447,2610,1818,1035,18239,13613,5671
2020-07-10,4447,2610,1818,1035,18256,13628,5673
2020-07-11,4447,2610,1818,1035,18279,13633,5694
2020-07-12,4447,2610,1818,1035,18279,13633,5694
2020-07-13,4447,2610,1818,1035,18281,13633,5696
2020-07-14,4447,2610,1818,1035,18301,13637,5713
2020-07-15,4447,2611,1818,1035,18502,13850,5713
2020-07-16,4624,2633,1973,1065,18778,13975,5890
2020-07-17,4634,2639,1976,1073,19355,14531,5914
2020-07-18,4635,2639,1976,1074,19441,14533,6002
2020-07-19,4635,2640,1976,1074,19441,14537,6002
2020-07-20,4635,2640,1976,1074,19441,14537,6002
2020-07-21,4635,2640,1976,1074,19477,14568,6009
2020-07-22,4635,2640,1976,1075,19904,14938,6066
2020-07-23,4635,2640,1976,1075,19909,14942,6067
2020-07-24,4635,2640,1976,1075,20049,15078,6078
2020-07-25,4633,2639,1975,1075,19995,15078,6023
2020-07-26,4633,2639,1975,1075,19995,15078,6023
2020-07-27,4633,2639,1975,1075,20001,15082,6027
2020-07-28,4633,2639,1975,1075,20014,15090,6032
2020-07-29,4633,2639,1975,1075,20030,15093,6050
2020-07-30,4632,2638,1975,1076,20031,15093,6051
2020-07-31,4632,2638,1975,1076,20106,15161,6063
2020-08-01,4632,2638,1975,1076,20108,15161,6065
2020-08-02,4632,2638,1975,1076,20179,15227,6070
2020-08-03,4632,2638,1975,1076,20187,15228,6077
2020-08-04,4632,2638,1975,1076,20308,15232,6200
2020-08-05,4632,2638,1975,1076,20309,15233,6200
2020-08-06,4632,2638,1975,1076,20312,15235,6201
2020-08-07,4648,2647,1982,1085,20330,15252,6207
2020-08-08,4649,2647,1982,1085,20780,15603,6307
2020-08-09,4649,2647,1982,1085,20781,15603,6308
2020-08-10,4649,2647,1982,1085,20792,15609,6314
2020-08-11,4649,2647,1982,1085,20828,15709,6327
2020-08-12,4650,2647,1984,1085,20862,15740,6329
2020-08-13,4650,2647,1984,1085,20870,15748,6329
2020-08-14,4650,2647,1984,1085,20878,15756,6329
2020-08-15,4650,2647,1984,1085,20893,15767,6334
2020-08-16,4650,2647,1984,1085,20895,15769,6334
2020-08-17,4650,2647,1984,1085,20895,15769,6334
2020-08-18,4650,2647,1984,1085,20897,15771,6334
2020-08-19,4650,2647,1984,1085,20899,15773,6335
2020-08-20,4650,2647,1984,1085,20909,15779,6340
2020-08-21,4650,2647,1984,1085,20938,15809,6342
2020-08-22,4650,2647,1984,1085,20956,15827,6342
2020-08-23,4650,2647,1984,1085,20959,15830,6342
2020-08-24,4650,2647,1984,1085,20967,15837,6343
2020-08-25,4650,2647,1984,1085,20969,15839,6343
2020-08-26,4650,2647,1984,1085,20975,15844,6345
2020-08-27,4650,2647,1984,1085,21010,15876,6350
2020-08-28,4650,2647,1984,1085,21085,15944,6358
2020-08-29,4650,2647,1984,1085,21091,15950,6358
2020-08-30,4650,2647,1984,1085,21093,15951,6359
2020-08-31,4650,2647,1984,1085,21098,15953,6362
2020-09-01,4650,2647,1984,1085,21129,15957,6390
2020-09-02,4650,2647,1984,1085,21132,15960,6390
2020-09-03,4650,2647,1984,1085,21133,15960,6391
2020-09-04,4651,2648,1984,1085,21137,15963,6392
2020-09-05,4651,2648,1984,1085,21160,15967,6413
2020-09-06,4651,2648,1984,1085,21160,15967,6413
2020-09-07,4651,2648,1984,1085,21161,15968,6414
2020-09-08,4651,2648,1984,1085,21166,15972,6417
2020-09-09,4651,2648,1984,1085,21171,15977,6417
2020-09-10,4651,2648,1984,1085,21184,15977,6430
2020-09-11,4651,2648,1984,1085,21186,15977,6432
2020-09-12,4653,2650,1984,1085,21195,15985,6435
2020-09-13,4653,2650,1984,1085,21198,15988,6435
2020-09-14,4653,2650,1984,1085,21198,15988,6435
2020-09-15,4653,2650,1984,1085,21201,15991,6435
2020-09-16,4653,2650,1984,1085,21208,15998,6435
2020-09-17,4653,2650,1984,1085,21209,15999,6435
2020-09-18,4653,2650,1984,1085,21214,16003,6436
2020-09-19,4653,2650,1984,1085,21215,16004,6436
2020-09-20,4653,2650,1984,1085,21215,16004,6436
2020-09-21,4653,2650,1984,1085,21215,16004,6436
2020-09-22,4653,2650,1984,1085,21215,16004,6436
2020-09-23,4653,2650,1984,1085,21231,16020,6436
2020-09-24,4653,2650,1984,1085,21237,16023,6436
2020-09-25,4653,2650,1984,1085,21329,16121,6439
2020-09-26,4653,2650,1984,1085,21367,16128,6470
2020-09-27,4653,2650,1984,1085,21370,16131,6470
2020-09-28,4653,2650,1984,1085,21370,16131,6470
2020-09-29,4653,2650,1984,1085,21370,16131,6470
2020-09-30,4653,2650,1984,1085,21382,16140,6474
2020-10-01,4653,2650,1984,1085,21388,16146,6474
2020-10-02,4653,2650,1984,1085,21400,16158,6474
2020-10-03,4653,2650,1984,1085,21400,16158,6474
2020-10-04,4653,2650,1984,1085,21400,16158,6474
2020-10-05,4653,2650,1984,1085,21400,16158,6474
2020-10-06,4653,2650,1984,1085,21401,16159,6474
2020-10-07,4653,2650,1984,1085,21404,16162,6474
2020-10-08,4653,2650,1984,1085,21433,16163,6504
2020-10-09,4653,2650,1984,1085,21447,16164,6517
2020-10-10,4653,2650,1984,1085,21448,16165,6517
2020-10-11,4653,2650,1984,1085,21448,16165,6517
2020-10-12,4653,2650,1984,1085,21448,16165,6517
2020-10-13,4653,2650,1984,1085,21456,16171,6519
2020-10-14,4653,2650,1984,1085,21458,16173,6519
2020-10-15,4653,2650,1984,1085,21458,16173,6519
2020-10-16,4653,2650,1984,1085,21623,16337,6522
2020-10-17,4653,2650,1984,1085,21627,16340,6523
2020-10-18,4653,2650,1984,1085,21634,16345,6525
2020-10-19,4653,2650,1984,1085,21651,16358,6529
2020-10-20,4653,2650,1984,1085,21656,16363,6529
2020-10-21,4653,2650,1984,1085,21660,16367,6529
2020-10-22,4653,2650,1984,1086,21866,16376,6785
2020-10-23,4653,2650,1984,1086,21884,16390,6790
2020-10-24,4653,2650,1984,1086,21977,16398,6888
2020-10-25,4653,2650,1984,1086,21978,16398,6889
2020-10-26,4653,2650,1984,1086,21979,16398,6892
2020-10-27,4653,2650,1984,1087,21994,16413,6892
2020-10-28,4653,2650,1984,1087,22008,16427,6893
2020-10-29,4653,2650,1984,1087,22008,16427,6893
2020-10-30,4653,2650,1984,1088,22012,16431,6893
2020-10-31,4653,2650,1984,1088,22012,16431,6893
2020-11-01,4653,2650,1984,1088,22016,16435,6894
2020-11-02,4653,2650,1984,1089,22049,16468,6894
2020-11-03,4653,2650,1984,1089,22054,16473,6894
2020-11-04,4653,2650,1984,1090,22085,16476,6922
2020-11-05,4653,2650,1984,1090,22094,16481,6926
2020-11-06,4653,2650,1984,1090,22102,16489,6926
2020-11-07,4653,2650,1984,1090,22118,16500,6933
2020-11-09,4653,2650,1984,1090,22123,16502,6936
2020-11-10,4653,2650,1984,1090,22126,16505,6936
2020-11-11,4653,2650,1984,1090,22128,16507,6936
2020-11-12,4653,2650,1984,1090,22133,16511,6937
2020-11-13,4653,2650,1984,1090,22215,16511,7019
2020-11-14,4689,2663,2006,1100,22494,16528,7291
2020-11-15,4689,2663,2006,1100,22494,16528,7291
2020-11-16,4689,2663,2006,1100,22494,16528,7291
2020-11-17,4689,2663,2006,1100,22496,16530,7291
2020-11-18,4689,2663,2006,1101,22556,16553,7334
2020-11-19,4689,2663,2006,1102,22574,16568,7339
2020-11-20,4689,2663,2006,1102,22578,16572,7340
2020-11-21,4689,2663,2006,1102,22585,16576,7343
2020-11-22,4689,2663,2006,1102,22585,16576,7343
2020-11-23,4689,2663,2006,1102,22859,16866,7347
2020-11-24,4689,2663,2006,1102,22873,16880,7347
2020-11-25,4689,2663,2006,1102,22876,16883,7347
2020-11-26,4689,2663,2006,1102,22878,16884,7348
2020-11-27,4689,2663,2006,1102,22878,16884,7348
2020-11-28,4689,2663,2006,1102,22886,16890,7350
2020-11-29,4689,2663,2006,1102,22886,16890,7350
2020-11-30,4689,2663,2006,1102,22887,16891,7350
2020-12-01,4689,2663,2006,1102,22900,16904,7350
2020-12-02,4689,2663,2006,1102,22922,16925,7351
2020-12-02,4689,2663,2006,1102,22922,16925,7351
2020-12-03,4689,2663,2006,1102,22970,16973,7351
2020-12-04,4689,2663,2006,1102,22980,16980,7354
2020-12-05,4689,2663,2006,1102,22999,16989,7366
2020-12-06,4689,2663,2006,1102,22999,16989,7366
2020-12-07,4689,2663,2006,1102,23000,16989,7367
2020-12-08,4689,2663,2006,1102,23011,16992,7375
2020-12-09,4689,2663,2006,1102,23056,17038,7375
2020-12-10,4689,2663,2006,1102,23075,17057,7376
2020-12-11,4689,2663,2006,1102,23089,17071,7376
2020-12-12,4689,2663,2006,1103,23126,17105,7379
2020-12-13,4689,2663,2006,1103,23129,17108,7379
2020-12-14,4689,2663,2006,1103,23130,17109,7379
2020-12-15,4689,2663,2006,1103,23147,17127,7379
2020-12-16,4689,2663,2006,1103,23148,17128,7379
2020-12-17,4689,2663,2006,1103,23150,17130,7379
2020-12-18,4689,2663,2006,1103,23153,17133,7379
2020-12-19,4689,2663,2006,1103,23155,17135,7379
2020-12-20,4689,2663,2006,1103,23157,17137,7379
2020-12-21,4689,2663,2006,1103,23157,17137,7379
2020-12-22,4689,2663,2006,1103,23157,17137,7379
2020-12-23,4689,2663,2006,1103,23158,17138,7379
2020-12-26,4689,2663,2006,1104,23250,17218,7391
2020-12-27,4689,2663,2006,1104,23250,17218,7391
2020-12-28,4689,2663,2006,1104,23250,17218,7391
2020-12-29,4689,2663,2006,1104,23250,17218,7391
2020-12-30,4689,2663,2006,1104,23250,17218,7391
2020-12-31,4689,2663,2006,1104,23257,17225,7392
2021-01-01,4689,2663,2006,1104,23257,17225,7392
2021-01-02,4689,2663,2006,1104,23259,17226,7393
2021-01-03,4689,2663,2006,1104,23259,17226,7393
2021-01-04,4689,2663,2006,1104,23259,17226,7393
2021-01-05,4689,2663,2006,1104,23299,17267,7393
2021-01-06,4689,2663,2006,1104,23309,17275,7396
2021-01-07,4689,2663,2006,1104,23309,17275,7396
2021-01-08,4689,2663,2006,1104,23309,17275,7396
2021-01-09,4689,2663,2006,1104,23370,17280,7455
2021-01-10,4689,2663,2006,1104,23404,17287,7485
2021-01-11,4689,2663,2006,1104,23403,17287,7484
2021-01-12,4690,2663,2007,1104,23425,17308,7486
2021-01-13,4690,2663,2007,1104,23444,17326,7489
2021-01-14,4690,2663,2007,1104,23446,17327,7490
2021-01-15,4690,2663,2007,1104,23449,17330,7490
2021-01-16,4690,2663,2007,1104,23449,17330,7490
2021-01-17,4690,2663,2007,1104,23449,17330,7490
2021-01-18,4690,2663,2007,1104,23449,17330,7490
2021-01-19,4690,2663,2007,1104,23449,17330,7490
2021-01-20,4690,2663,2007,1104,23450,17331,7490
2021-01-21,4690,2663,2007,1104,23451,17332,7490
2021-01-22,4690,2663,2007,1104,23468,17340,7499
2021-01-23,4690,2663,2007,1104,23476,17348,7499
2021-01-24,4690,2663,2007,1104,23476,17348,7499
2021-01-25,4690,2663,2007,1104,23476,17348,7499
2021-01-26,4690,2663,2007,1104,23506,17378,7499
2021-01-27,4690,2663,2007,1104,23508,17380,7499
2021-01-28,4690,2663,2007,1104,23510,17382,7499
2021-01-29,4690,2663,2007,1104,23514,17383,7502
2021-01-30,4690,2663,2007,1104,23523,17392,7503
2021-01-31,4690,2663,2007,1104,23523,17392,7503
2021-02-01,4690,2663,2007,1105,23523,17392,7503
2021-02-02,4690,2663,2007,1105,23523,17392,7503
2021-02-03,4690,2663,2007,1105,23524,17393,7503
2021-02-04,4690,2663,2007,1105,23524,17393,7503
2021-02-05,4690,2663,2007,1105,23530,17399,7503
2021-02-06,4690,2663,2007,1105,23530,17399,7504
2021-02-07,4690,2663,2007,1105,23530,17399,7504
2021-02-08,4690,2663,2007,1105,23530,17399,7504
2021-02-09,4690,2663,2007,1105,23547,17414,7506
2021-02-10,4690,2663,2007,1105,23552,17419,7506
2021-02-11,4690,2663,2007,1105,23553,17419,7507
2021-02-12,4690,2663,2007,1105,23553,17419,7507
2021-02-13,4690,2663,2007,1105,23554,17420,7507
2021-02-14,4690,2663,2007,1105,23555,17421,7507
2021-02-15,4690,2663,2007,1105,23556,17421,7508
2021-02-16,4690,2663,2007,1105,23660,17525,7508
2021-02-17,4690,2663,2007,1105,23719,17533,7581
2021-02-18,4690,2663,2007,1105,23737,17548,7591
2021-02-19,4690,2663,2007,1106,23753,17567,7592
2021-02-20,4690,2663,2007,1106,23753,17567,7592
2021-02-21,4690,2663,2007,1106,23753,17567,7592
2021-02-22,4690,2663,2007,1106,23753,17567,7592
2021-02-23,4690,2663,2007,1107,23814,17656,7592
2021-02-24,4690,2663,2007,1107,23828,17670,7592
2021-02-25,4690,2663,2007,1107,23854,17696,7592
2021-02-26,4690,2663,2007,1107,23880,17725,7592
2021-02-27,4690,2663,2007,1107,23888,17733,7592
2021-02-28,4690,2663,2007,1107,23895,17740,7592
2021-03-01,4690,2663,2007,1107,23904,17749,7592
2021-03-02,4690,2663,2007,1107,23905,17750,7592
2021-03-03,4690,2663,2007,1107,23919,17764,7592
2021-03-04,4690,2663,2007,1107,23922,17767,7592
2021-03-05,4690,2663,2007,1107,23941,17786,7592
2021-03-06,4690,2663,2007,1108,23945,17786,7599
2021-03-07,4690,2663,2007,1108,23945,17786,7599
2021-03-08,4690,2663,2007,1108,23945,17786,7599
2021-03-09,4690,2663,2007,1108,23945,17786,7599
2021-03-10,4690,2663,2007,1108,23962,17803,7599
2021-03-11,4690,2663,2007,1108,23973,17814,7599
2021-03-12,4690,2663,2007,1108,23974,17815,7599
2021-03-13,4690,2663,2007,1108,23976,17816,7600
2021-03-14,4690,2663,2007,1108,23976,17816,7600
2021-03-15,4690,2663,2007,1109,23988,17816,7613
2021-03-16,4690,2663,2007,1109,23995,17822,7614
2021-03-17,4690,2663,2007,1109,24002,17828,7616
2021-03-18,4690,2663,2007,1109,24009,17835,7616
2021-03-19,4690,2663,2007,1109,24009,17835,7616
2021-03-20,4690,2663,2007,1109,24015,17840,7619
2021-03-21,4690,2663,2007,1109,24082,17840,7687
2021-03-22,4690,2663,2007,1109,24106,17863,7688
2021-03-23,4690,2663,2007,1109,24115,17871,7689
2021-03-24,4690,2663,2007,1109,24116,17872,7689
2021-03-25,4690,2663,2007,1109,24118,17874,7689
2021-03-26,4690,2663,2007,1109,24128,17883,7690
2021-03-27,4690,2663,2007,1109,24129,17884,7690
2021-03-28,4690,2663,2007,1115,24160,17889,7724
2021-03-29,4690,2663,2007,1205,24169,17898,7725
2021-03-30,4690,2663,2007,1205,24170,17899,7726
2021-03-31,4690,2663,2007,1205,24173,17902,7726
2021-04-01,4690,2663,2007,1206,24475,18216,7722
2021-04-02,4690,2663,2007,1262,24488,18229,7722
2021-04-03,4690,2663,2007,1262,24496,18237,7723
2021-04-04,4690,2663,2007,1262,24549,18292,7724
2021-04-05,4963,2841,2092,1535,29062,21675,8926
2021-04-06,4963,2841,2092,1536,29426,21691,9297
2021-04-07,5546,3030,2271,2119,29531,21808,9310
2021-04-08,5546,3030,2271,2119,29582,21810,9397
2021-04-09,5547,3030,2272,2119,29612,21835,9402
2021-04-10,5547,3030,2272,2121,29669,21835,9459
2021-04-11,5547,3030,2272,2121,29668,21834,9459
2021-04-12,5547,3030,2272,2121,29668,21834,9459
2021-04-13,5547,3030,2272,2121,29680,21838,9468
2021-04-14,5547,3030,2272,2121,29680,21838,9468
2021-04-15,5547,3030,2272,2122,29924,22004,9647
2021-04-16,5547,3030,2272,2122,30372,22519,9766
2021-04-17,5547,3030,2272,2122,30372,22519,9766
2021-04-18,5546,3029,2272,2123,30710,22898,9766
2021-04-19,5546,3029,2272,2123,30710,22898,9766
2021-04-20,5546,3029,2272,2123,30773,22960,9768
2021-04-21,5546,3029,2272,2123,30783,22965,9773
2021-04-22,5546,3029,2272,2123,30789,22967,9778
2021-04-23,5546,3029,2272,2123,30795,22973,9778
2021-04-24,5546,3029,2272,2123,30795,22973,9778
2021-04-25,5546,3029,2272,2123,30795,22973,9778
2021-04-26,5546,3029,2272,2123,30795,22973,9778
2021-04-27,5546,3029,2272,2123,30795,22973,9778
2021-04-28,5546,3029,2272,2123,30820,22998,9778
2021-04-29,5546,3029,2272,2123,30935,23114,9778
2021-04-30,5546,3029,2272,2123,30957,23136,9778
2021-05-01,5546,3029,2272,2123,30957,23136,9778
2021-05-02,5546,3029,2272,2123,30957,23136,9778
2021-05-03,5546,3029,2272,2123,30957,23136,9778
2021-05-04,5546,3029,2272,2123,30957,23136,9778
2021-05-05,5546,3029,2272,2123,30965,23144,9778
2021-05-06,5546,3029,2272,2123,30972,23152,9778
2021-05-07,5546,3029,2272,0,0,0,9779
2021-05-08,5546,3029,2272,2123,30976,23154,9780
2021-05-09,5546,3029,2272,2123,30977,23154,9781
2021-05-10,5546,3029,2272,2123,30977,23154,9781
2021-05-11,5546,3029,2272,2123,30988,23154,9792
2021-05-12,5546,3029,2272,2123,30989,23155,9793
2021-05-13,5546,3029,2272,2123,31002,23162,9799
2021-05-14,5546,3029,2272,2123,31004,23164,9799
2021-05-15,5546,3029,2272,2123,31004,23164,9799
2021-05-16,5546,3029,2272,2123,31004,23164,9799
2021-05-17,5546,3029,2272,2123,31004,23164,9799
2021-05-18,5546,3029,2272,2123,31007,23167,9799
2021-05-19,5546,3029,2272,2123,31025,23185,9799
2021-05-20,5546,3029,2272,2123,31282,23264,10075
2021-05-21,5546,3029,2272,2123,31282,23264,10075
2021-05-22,5546,3029,2272,2123,31282,23264,10075
2021-05-23,5546,3029,2272,2123,31282,23264,10075
2021-05-24,5546,3029,2272,2123,31283,23264,10076
2021-05-25,5546,3029,2272,2123,31283,23264,10076
2021-05-26,5546,3029,2272,2123,31305,23286,10076
2021-05-27,5546,3029,2272,2123,31430,23411,10076
2021-05-28,5546,3029,2272,2123,31430,23411,10076
2021-05-29,5546,3029,2272,2123,31471,23452,10076
2021-05-30,5546,3029,2272,2123,31472,23453,10076
2021-05-31,5546,3029,2272,2123,31472,23453,10076
2021-06-01,5546,3029,2272,2123,31472,23453,10076
2021-06-02,5546,3029,2272,2123,31472,23453,10076
2021-06-03,5546,3029,2272,2123,31472,23453,10076
2021-06-04,5546,3029,2272,2123,31472,23453,10076
2021-06-05,5546,3029,2272,2124,31604,23466,10195
2021-06-06,5546,3029,2272,2124,31605,23467,10195
2021-06-07,5546,3029,2272,2124,31605,23467,10195
2021-06-08,5546,3029,2272,2124,31605,23467,10195
2021-06-08,5546,3029,2272,2124,31605,23467,10195
2021-06-09,5546,3029,2272,2124,31618,23480,10195
2021-06-10,5546,3029,2272,2124,31618,23480,10195
2021-06-11,5546,3029,2272,2124,31619,23481,10195
2021-06-12,5546,3029,2272,2124,31619,23481,10195
2021-06-13,5546,3029,2272,2124,31619,23481,10195
2021-06-14,5546,3029,2272,2124,31619,23481,10195
2021-06-15,5546,3029,2272,2124,31619,23481,10195
2021-06-16,5546,3029,2272,2124,31624,23486,10195
2021-06-17,5546,3029,2272,2124,31623,23485,10195
2021-06-18,5546,3029,2272,2124,31669,23531,10195
2021-06-19,5546,3029,2272,2124,31669,23531,10195
2021-06-20,5546,3029,2272,2124,31670,23532,10195
2021-06-21,5546,3029,2272,2124,31670,23532,10195
2021-06-22,5546,3029,2272,2124,31670,23533,10194
2021-06-23,5546,3029,2272,2124,31678,23545,10189
2021-06-24,5546,3029,2272,2124,31685,23554,10187
2021-06-25,5546,3029,2272,2124,31693,23554,10195
2021-06-26,5547,3029,2273,2124,31694,23554,10196
2021-06-27,5547,3029,2273,2124,31696,23556,10196
2021-06-28,5547,3029,2273,2124,31696,23556,10196
2021-06-29,5547,3029,2273,2124,31696,23556,10196
2021-06-30,5547,3029,2273,2124,31720,23568,10208
2021-07-01,5547,3029,2273,2124,31720,23568,10208
2021-07-02,5547,3029,2273,2124,31721,23567,10209
2021-07-03,5547,3029,2273,2124,31760,23607,10209
2021-07-04,5547,3029,2273,2124,31759,23607,10209
2021-07-05,5547,3029,2273,2124,31760,23607,10209
2021-07-06,5547,3029,2273,2124,31759,23607,10209
2021-07-07,5547,3029,2273,2124,31776,23620,10212
2021-07-08,5547,3029,2273,2124,31781,23625,10212
2021-07-09,5547,3029,2273,2124,31780,23624,10212
2021-07-10,5547,3029,2273,2124,31780,23625,10212
2021-07-11,5547,3029,2273,2124,31781,23625,10212
2021-07-12,5547,3029,2273,2124,31780,23625,10212
2021-07-13,5547,3029,2273,2125,31781,23625,10212
2021-07-14,5547,3029,2273,2125,31781,23625,10212
2021-07-15,5547,3029,2273,2125,31780,23624,10212
2021-07-16,5547,3029,2273,2125,31782,23625,10212
2021-07-17,5547,3029,2273,2125,31782,23626,10212
2021-07-18,5547,3029,2273,2125,31782,23626,10212
2021-07-19,5547,3029,2273,2125,31781,23626,10211
2021-07-20,5547,3029,2273,2125,31804,23649,10211
2021-07-21,5547,3029,2273,2126,31819,23662,10213
2021-07-22,5547,3029,2273,2126,31819,23662,10213
2021-07-23,5547,3029,2273,2126,31819,23662,10213
2021-07-24,5547,3029,2273,2126,31819,23662,10213
2021-07-25,5547,3029,2273,2126,31819,23662,10213
2021-07-26,5547,3029,2273,2126,31895,23761,10213
2021-07-27,5547,3029,2273,2126,31898,23763,10214
2021-07-28,5547,3029,2273,2126,32206,24009,10306
2021-07-29,5547,3029,2273,2126,32218,24020,10306
2021-07-30,5547,3029,2273,2126,32218,24021,10306
2021-07-31,5547,3029,2273,2126,32218,24021,10306
2021-08-01,5547,3029,2273,2126,32218,24021,10306
2021-08-02,5547,3029,2273,2126,32219,24022,10306
2021-08-03,5547,3029,2273,2126,32274,24078,10305
2021-08-04,5547,3029,2273,2126,32274,24078,10305
2021-08-05,5547,3029,2273,2126,32274,24077,10305
2021-08-06,5547,3029,2273,2126,32274,24078,10305
2021-08-07,5547,3029,2273,2126,32274,24078,10305
2021-08-08,5547,3029,2273,2126,32274,24079,10305
2021-08-09,5547,3029,2273,2126,32275,24078,10305
2021-08-10,5547,3029,2273,2126,32274,24079,10305
2021-08-11,5547,3029,2273,2126,32284,24088,10305
2021-08-12,5547,3029,2273,2126,32298,24102,10305
2021-08-13,5547,3029,2273,2126,32298,24102,10305
2021-08-14,5547,3029,2273,2126,32298,24102,10305
2021-08-15,5547,3029,2273,2126,32297,24102,10305
2021-08-16,5547,3029,2273,2126,32299,24102,10306
2021-08-17,5547,3029,2273,2126,32367,24170,10306
2021-08-18,5547,3029,2273,2126,32373,24176,10306
2021-08-19,5547,3029,2273,2126,32388,24191,10306
2021-08-20,5547,3029,2273,2126,32389,24191,10307
2021-08-21,5547,3029,2273,2126,32389,24191,10307
2021-08-22,5547,3029,2273,2126,32389,24191,10307
2021-08-23,5547,3029,2273,2126,32389,24191,10307
2021-08-24,5547,3029,2273,2126,32389,24191,10307
2021-08-25,5547,3029,2273,2126,32389,24191,10307
2021-08-26,5547,3029,2273,2126,32390,24192,10307
2021-08-27,5547,3029,2273,2126,32391,24193,10307
2021-08-28,5547,3029,2273,2126,32391,24193,10307
2021-08-29,5547,3029,2273,2126,32391,24193,10307
2021-08-30,5547,3029,2273,2126,32391,24193,10307
2021-08-31,5547,3029,2273,2126,32398,24200,10307
2021-09-01,5547,3029,2273,2126,32398,24200,10307
2021-09-02,5547,3029,2273,2126,32398,24200,10307
2021-09-03,5547,3029,2273,2126,32398,24200,10307
2021-09-05,5547,3029,2273,2126,32398,24200,10307
2021-09-06,5547,3029,2273,2126,32398,24200,10307
2021-09-07,5547,3029,2273,2126,32398,24200,10307
2021-09-08,5547,3029,2273,2126,32398,24200,10307
2021-09-09,5547,3029,2273,2126,32398,24200,10307
2021-09-10,5547,3029,2273,2126,32398,24200,10307
2021-09-11,5547,3029,2273,2126,32398,24200,10307
2021-09-12,5547,3029,2273,2126,32398,24200,10307
2021-09-13,5547,3029,2273,2126,32398,24200,10307
2021-09-14,5547,3029,2273,2126,32398,24200,10307
2021-09-15,5547,3029,2273,2126,32398,24200,10307
2021-09-16,5547,3029,2273,2126,32398,24200,10307
