date,Clifford_Anderson,Baskaufs,Fmlester,Ramonavromero,Talinum,Celiaswalker,CatonMA2,Gridersd,JeffBTaylor,Marjans74,Charlotte_Y._Lew,KukanaLuika,Loyodea,VanderBot,total
2022-05-20,1808,5557,41,455,16538,85,30,1,9346,3080,23067,36,7501,44687,112232
2022-05-21,1808,5557,41,455,16538,85,30,1,9346,3080,23068,36,7501,44687,112233
2022-05-22,1808,5557,41,455,16538,85,30,1,9346,3080,23068,36,7501,44687,112233
2022-05-23,1808,5557,41,455,16538,85,30,1,9346,3080,23068,36,7501,44687,112233
2022-05-24,1808,5557,41,455,16538,85,30,1,9346,3080,23076,36,7501,44687,112241
2022-05-25,1808,5557,41,455,16538,85,30,1,9346,3080,23076,36,7501,44687,112241
2022-05-26,1808,5557,41,455,16538,85,30,1,9346,3080,23076,36,7501,44687,112241
2022-05-27,1808,5557,41,455,16538,85,30,1,9346,3080,23079,36,7501,44687,112244
2022-05-28,1808,5557,41,455,16538,85,30,1,9346,3080,23079,36,7501,44687,112244
2022-05-29,1808,5557,41,455,16538,85,30,1,9346,3080,23079,36,7501,44687,112244
2022-05-30,1808,5557,41,455,16538,85,30,1,9346,3080,23079,36,7501,44687,112244
2022-05-31,1808,5568,41,455,16538,85,30,1,9346,3080,23079,36,7501,44687,112255
2022-06-01,1808,5613,41,455,16538,85,30,1,9346,3080,23079,36,7501,44791,112404
2022-06-02,1808,5615,41,455,16538,85,30,1,9346,3080,23079,36,7501,44791,112406
2022-06-03,1808,5615,41,455,16538,85,30,1,9346,3080,23079,36,7501,44791,112406
2022-06-04,1808,5615,41,455,16538,85,30,1,9346,3080,23079,36,7501,44791,112406
2022-06-05,1808,5615,41,455,16538,85,30,1,9346,3080,23079,36,7501,44791,112406
2022-06-06,1808,5615,41,455,16538,85,30,1,9346,3080,23079,36,7501,44791,112406
2022-06-07,1808,5615,41,455,16538,85,30,1,9346,3080,23079,36,7501,44791,112406
2022-06-08,1808,5615,41,455,16566,85,30,1,9346,3080,23079,36,7501,44791,112434
2022-06-09,1808,5615,41,455,16570,85,30,1,9346,3080,23079,36,7501,44791,112438
2022-06-10,1808,5615,41,455,16570,85,30,1,9346,3080,23079,36,7501,44791,112438
2022-06-11,1808,5615,41,455,16570,85,30,1,9346,3080,23079,36,7501,44791,112438
2022-06-12,1808,5615,41,455,16570,85,30,1,9346,3080,23079,36,7501,44791,112438
2022-06-13,1808,5615,41,455,16570,85,30,1,9346,3080,23079,36,7501,44791,112438
2022-06-14,1808,5615,41,455,16641,85,30,1,9346,3080,23079,36,7501,44791,112509
2022-06-15,1808,5615,41,455,16641,85,30,1,9346,3080,23085,36,7501,44791,112515
2022-06-16,1808,5615,41,455,16654,85,30,1,9346,3080,23085,36,7501,44791,112528
2022-06-17,1808,5615,41,455,16654,85,30,1,9346,3080,23085,36,7501,44791,112528
2022-06-18,1808,5615,41,455,16654,85,30,1,9346,3080,23085,36,7501,44791,112528
2022-06-19,1808,5615,41,455,16654,85,30,1,9346,3080,23085,36,7501,44791,112528
2022-06-20,1808,5615,41,455,16654,85,30,1,9346,3080,23085,36,7501,44791,112528
2022-06-21,1808,5615,41,455,16654,85,30,1,9346,3080,23085,36,7501,44791,112528
2022-06-22,1808,5615,41,455,16654,85,30,1,9346,3080,23085,36,7596,44791,112623
2022-06-23,1808,5615,41,455,16655,85,30,1,9346,3080,23085,36,7596,44791,112624
2022-06-24,1808,5615,41,455,16657,85,30,1,9346,3080,23085,36,7596,44791,112626
2022-06-25,1808,5615,41,455,16660,85,30,1,9346,3080,23085,36,7596,44791,112629
2022-06-26,1808,5615,41,455,16660,85,30,1,9346,3080,23085,36,7596,44791,112629
2022-06-27,1808,5615,41,455,16660,85,30,1,9346,3080,23085,36,7596,44791,112629
2022-06-28,1809,5615,41,455,16719,85,30,1,9346,3080,23085,36,7596,44791,112689
